epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,304.693,2.46076,4.73018,1.81965,0,0,0,0,2.29954,4.77394,1.95207,4.284e-05,4.284e-05,4.284e-05
2,382.702,1.86382,4.32995,1.31955,0,0,0,0,1.55706,4.45987,1.26321,8.91443e-05,8.91443e-05,8.91443e-05
